time_s,q_ref_rad,q_rad,dq_rad_s,q_measured_rad,dq_est_rad_s,state_error_q_rad,state_error_dq_rad_s,torque_unsat_nm,torque_applied_nm,saturated,requested_pole_1_real,requested_pole_1_imag,requested_pole_2_real,requested_pole_2_imag,computed_pole_1_real,computed_pole_1_imag,computed_pole_2_real,computed_pole_2_imag
3.099999999999999978e-01,5.235987755982988157e-01,1.717433995177354011e-01,7.689372886980867516e-01,1.718587411089104733e-01,6.715345746610749122e-01,-3.517400344893883424e-01,6.715345746610749122e-01,5.957636284421188866e-02,5.957636284421188866e-02,0.000000000000000000e+00,9.734910186944261135e-01,1.947241676536179758e-02,9.734910186944261135e-01,-1.947241676536179758e-02,9.734910186944260024e-01,1.947241676536182881e-02,9.734910186944260024e-01,-1.947241676536182881e-02
3.200000000000000067e-01,5.235987755982988157e-01,1.794219625821536213e-01,7.678563064418220119e-01,1.796770625143928046e-01,6.825643312497907678e-01,-3.439217130839060110e-01,6.825643312497907678e-01,5.758866226880717670e-02,5.758866226880717670e-02,0.000000000000000000e+00,9.734910186944261135e-01,1.947241676536179758e-02,9.734910186944261135e-01,-1.947241676536179758e-02,9.734910186944260024e-01,1.947241676536182881e-02,9.734910186944260024e-01,-1.947241676536182881e-02
3.300000000000000155e-01,5.235987755982988157e-01,1.870800966347446193e-01,7.658134052591005769e-01,1.868543634858080560e-01,6.860809078389641380e-01,-3.367444121124907319e-01,6.860809078389641380e-01,5.593285971368874149e-02,5.593285971368874149e-02,0.000000000000000000e+00,9.734910186944261135e-01,1.947241676536179758e-02,9.734910186944261135e-01,-1.947241676536179758e-02,9.734910186944260024e-01,1.947241676536182881e-02,9.734910186944260024e-01,-1.947241676536182881e-02
3.400000000000000244e-01,5.235987755982988157e-01,1.947102526145080281e-01,7.630155979763403318e-01,1.959344673777382029e-01,7.082738559743692042e-01,-3.276643082205605850e-01,7.082738559743692042e-01,5.338452853360473038e-02,5.338452853360473038e-02,0.000000000000000000e+00,9.734910186944261135e-01,1.947241676536179758e-02,9.734910186944261135e-01,-1.947241676536179758e-02,9.734910186944260024e-01,1.947241676536182881e-02,9.734910186944260024e-01,-1.947241676536182881e-02
3.500000000000000333e-01,5.235987755982988157e-01,2.023006716531056404e-01,7.590419038597618906e-01,2.021340443451799251e-01,6.994422400513494731e-01,-3.214647312531189183e-01,6.994422400513494731e-01,5.225767131690592371e-02,5.225767131690592371e-02,0.000000000000000000e+00,9.734910186944261135e-01,1.947241676536179758e-02,9.734910186944261135e-01,-1.947241676536179758e-02,9.734910186944260024e-01,1.947241676536182881e-02,9.734910186944260024e-01,-1.947241676536182881e-02
3.599999999999999867e-01,5.235987755982988157e-01,2.098472653968891377e-01,7.546593743783496233e-01,2.091860303652672282e-01,7.000178762470875560e-01,-3.144127452330315875e-01,7.000178762470875560e-01,5.070438218529267627e-02,5.070438218529267627e-02,0.000000000000000000e+00,9.734910186944261135e-01,1.947241676536179758e-02,9.734910186944261135e-01,-1.947241676536179758e-02,9.734910186944260024e-01,1.947241676536182881e-02,9.734910186944260024e-01,-1.947241676536182881e-02
3.699999999999999956e-01,5.235987755982988157e-01,2.173439536896849267e-01,7.496688292795790076e-01,2.172723030674650613e-01,7.108788156443570649e-01,-3.063264725308337821e-01,7.108788156443570649e-01,4.866253611379074695e-02,4.866253611379074695e-02,0.000000000000000000e+00,9.734910186944261135e-01,1.947241676536179758e-02,9.734910186944261135e-01,-1.947241676536179758e-02,9.734910186944260024e-01,1.947241676536182881e-02,9.734910186944260024e-01,-1.947241676536182881e-02
3.800000000000000044e-01,5.235987755982988157e-01,2.247824310973592643e-01,7.438477407674343178e-01,2.259235000948509875e-01,7.263029043537806428e-01,-2.976752755034478559e-01,7.263029043537806428e-01,4.638079942092989544e-02,4.638079942092989544e-02,0.000000000000000000e+00,9.734910186944261135e-01,1.947241676536179758e-02,9.734910186944261135e-01,-1.947241676536179758e-02,9.734910186944260024e-01,1.947241676536182881e-02,9.734910186944260024e-01,-1.947241676536182881e-02
3.900000000000000133e-01,5.235987755982988157e-01,2.321535155857448740e-01,7.371084488385596378e-01,2.324918158977201665e-01,7.193557719470943246e-01,-2.911069597005786491e-01,7.193557719470943246e-01,4.512532333107219934e-02,4.512532333107219934e-02,0.000000000000000000e+00,9.734910186944261135e-01,1.947241676536179758e-02,9.734910186944261135e-01,-1.947241676536179758e-02,9.734910186944260024e-01,1.947241676536182881e-02,9.734910186944260024e-01,-1.947241676536182881e-02
4.000000000000000222e-01,5.235987755982988157e-01,2.394535911203435896e-01,7.300075534598712279e-01,2.402423164906727360e-01,7.249252006819105754e-01,-2.833564591076260797e-01,7.249252006819105754e-01,4.329198979691109561e-02,4.329198979691109561e-02,0.000000000000000000e+00,9.734910186944261135e-01,1.947241676536179758e-02,9.734910186944261135e-01,-1.947241676536179758e-02,9.734910186944260024e-01,1.947241676536182881e-02,9.734910186944260024e-01,-1.947241676536182881e-02
